Source;Target;Label;Type
1;2;"Edge 1 to 2";"Mixed"
1;3;"Edge 1 to 3";"Mixed"
1;4;"Edge 1 to 4";"Mixed"
1;5;"Edge 1 to 5";"Mixed"
1;6;"Edge 1 to 6";"Mixed"
1;7;"Edge 1 to 7";"Mixed"
1;8;"Edge 1 to 8";"Mixed"
1;9;"Edge 1 to 9";"Mixed"
1;10;"Edge 1 to 10";"Mixed"
1;11;"Edge 1 to 11";"Mixed"
1;12;"Edge 1 to 12";"Mixed"
1;13;"Edge 1 to 13";"Mixed"
1;14;"Edge 1 to 14";"Mixed"
1;15;"Edge 1 to 15";"Mixed"
1;16;"Edge 1 to 16";"Mixed"
1;17;"Edge 1 to 17";"Mixed"
1;18;"Edge 1 to 18";"Mixed"
1;19;"Edge 1 to 19";"Mixed"
1;20;"Edge 1 to 20";"Mixed"
1;21;"Edge 1 to 21";"Mixed"
1;22;"Edge 1 to 22";"Mixed"
1;23;"Edge 1 to 23";"Mixed"
1;24;"Edge 1 to 24";"Mixed"
1;25;"Edge 1 to 25";"Mixed"
1;26;"Edge 1 to 26";"Mixed"
1;27;"Edge 1 to 27";"Mixed"
1;28;"Edge 1 to 28";"Mixed"
1;29;"Edge 1 to 29";"Mixed"
1;30;"Edge 1 to 30";"Mixed"
1;31;"Edge 1 to 31";"Mixed"
1;32;"Edge 1 to 32";"Mixed"
1;38;"Edge 1 to 38";"Mixed"
1;39;"Edge 1 to 39";"Mixed"
1;40;"Edge 1 to 40";"Mixed"
1;41;"Edge 1 to 41";"Mixed"
1;43;"Edge 1 to 43";"Mixed"
1;44;"Edge 1 to 44";"Mixed"
1;51;"Edge 1 to 51";"Mixed"
1;52;"Edge 1 to 52";"Mixed"
1;58;"Edge 1 to 58";"Mixed"
1;62;"Edge 1 to 62";"Mixed"
1;65;"Edge 1 to 65";"Mixed"
1;68;"Edge 1 to 68";"Mixed"
1;70;"Edge 1 to 70";"Mixed"
1;71;"Edge 1 to 71";"Mixed"
1;72;"Edge 1 to 72";"Mixed"
1;77;"Edge 1 to 77";"Mixed"
1;83;"Edge 1 to 83";"Mixed"
1;86;"Edge 1 to 86";"Mixed"
1;92;"Edge 1 to 92";"Mixed"
1;95;"Edge 1 to 95";"Mixed"
1;97;"Edge 1 to 97";"Mixed"
1;100;"Edge 1 to 100";"Mixed"
2;1;"Edge 2 to 1";"Mixed"
2;3;"Edge 2 to 3";"Mixed"
2;4;"Edge 2 to 4";"Mixed"
2;5;"Edge 2 to 5";"Mixed"
2;6;"Edge 2 to 6";"Mixed"
2;7;"Edge 2 to 7";"Mixed"
2;8;"Edge 2 to 8";"Mixed"
2;9;"Edge 2 to 9";"Mixed"
2;10;"Edge 2 to 10";"Mixed"
2;11;"Edge 2 to 11";"Mixed"
2;12;"Edge 2 to 12";"Mixed"
2;13;"Edge 2 to 13";"Mixed"
2;14;"Edge 2 to 14";"Mixed"
2;15;"Edge 2 to 15";"Mixed"
2;16;"Edge 2 to 16";"Mixed"
2;17;"Edge 2 to 17";"Mixed"
2;18;"Edge 2 to 18";"Mixed"
2;19;"Edge 2 to 19";"Mixed"
2;20;"Edge 2 to 20";"Mixed"
2;21;"Edge 2 to 21";"Mixed"
2;22;"Edge 2 to 22";"Mixed"
2;23;"Edge 2 to 23";"Mixed"
2;24;"Edge 2 to 24";"Mixed"
2;25;"Edge 2 to 25";"Mixed"
2;26;"Edge 2 to 26";"Mixed"
2;28;"Edge 2 to 28";"Mixed"
2;29;"Edge 2 to 29";"Mixed"
2;30;"Edge 2 to 30";"Mixed"
2;31;"Edge 2 to 31";"Mixed"
2;32;"Edge 2 to 32";"Mixed"
2;33;"Edge 2 to 33";"Mixed"
2;35;"Edge 2 to 35";"Mixed"
2;36;"Edge 2 to 36";"Mixed"
2;38;"Edge 2 to 38";"Mixed"
2;41;"Edge 2 to 41";"Mixed"
2;43;"Edge 2 to 43";"Mixed"
2;44;"Edge 2 to 44";"Mixed"
2;45;"Edge 2 to 45";"Mixed"
2;46;"Edge 2 to 46";"Mixed"
2;48;"Edge 2 to 48";"Mixed"
2;49;"Edge 2 to 49";"Mixed"
2;51;"Edge 2 to 51";"Mixed"
2;53;"Edge 2 to 53";"Mixed"
2;55;"Edge 2 to 55";"Mixed"
2;58;"Edge 2 to 58";"Mixed"
2;59;"Edge 2 to 59";"Mixed"
2;60;"Edge 2 to 60";"Mixed"
2;61;"Edge 2 to 61";"Mixed"
2;62;"Edge 2 to 62";"Mixed"
2;63;"Edge 2 to 63";"Mixed"
2;65;"Edge 2 to 65";"Mixed"
2;68;"Edge 2 to 68";"Mixed"
2;70;"Edge 2 to 70";"Mixed"
2;71;"Edge 2 to 71";"Mixed"
2;74;"Edge 2 to 74";"Mixed"
2;75;"Edge 2 to 75";"Mixed"
2;81;"Edge 2 to 81";"Mixed"
2;83;"Edge 2 to 83";"Mixed"
2;89;"Edge 2 to 89";"Mixed"
2;90;"Edge 2 to 90";"Mixed"
2;91;"Edge 2 to 91";"Mixed"
2;95;"Edge 2 to 95";"Mixed"
3;1;"Edge 3 to 1";"Mixed"
3;2;"Edge 3 to 2";"Mixed"
3;4;"Edge 3 to 4";"Mixed"
3;5;"Edge 3 to 5";"Mixed"
3;6;"Edge 3 to 6";"Mixed"
3;7;"Edge 3 to 7";"Mixed"
3;8;"Edge 3 to 8";"Mixed"
3;9;"Edge 3 to 9";"Mixed"
3;10;"Edge 3 to 10";"Mixed"
3;11;"Edge 3 to 11";"Mixed"
3;12;"Edge 3 to 12";"Mixed"
3;13;"Edge 3 to 13";"Mixed"
3;14;"Edge 3 to 14";"Mixed"
3;15;"Edge 3 to 15";"Mixed"
3;16;"Edge 3 to 16";"Mixed"
3;17;"Edge 3 to 17";"Mixed"
3;18;"Edge 3 to 18";"Mixed"
3;19;"Edge 3 to 19";"Mixed"
3;20;"Edge 3 to 20";"Mixed"
3;21;"Edge 3 to 21";"Mixed"
3;22;"Edge 3 to 22";"Mixed"
3;23;"Edge 3 to 23";"Mixed"
3;24;"Edge 3 to 24";"Mixed"
3;25;"Edge 3 to 25";"Mixed"
3;26;"Edge 3 to 26";"Mixed"
3;27;"Edge 3 to 27";"Mixed"
3;31;"Edge 3 to 31";"Mixed"
3;32;"Edge 3 to 32";"Mixed"
3;33;"Edge 3 to 33";"Mixed"
3;38;"Edge 3 to 38";"Mixed"
3;39;"Edge 3 to 39";"Mixed"
3;40;"Edge 3 to 40";"Mixed"
3;45;"Edge 3 to 45";"Mixed"
3;46;"Edge 3 to 46";"Mixed"
3;47;"Edge 3 to 47";"Mixed"
3;48;"Edge 3 to 48";"Mixed"
3;50;"Edge 3 to 50";"Mixed"
3;51;"Edge 3 to 51";"Mixed"
3;56;"Edge 3 to 56";"Mixed"
3;57;"Edge 3 to 57";"Mixed"
3;58;"Edge 3 to 58";"Mixed"
3;59;"Edge 3 to 59";"Mixed"
3;60;"Edge 3 to 60";"Mixed"
3;61;"Edge 3 to 61";"Mixed"
3;62;"Edge 3 to 62";"Mixed"
3;66;"Edge 3 to 66";"Mixed"
3;67;"Edge 3 to 67";"Mixed"
3;71;"Edge 3 to 71";"Mixed"
